"","date","admin1","admin2","admin3","origin","household","individual"
"1537",2016-08-31,"Mopti","Djenne","Djenne Commune",NA,18,28
"1538",2016-08-31,"Mopti","Douentza","Douentza Commune",NA,24,80
"1539",2016-08-31,"Mopti","Koro","Koro",NA,23,93
"1540",2016-08-31,"Mopti","Tenenkou","Tenenkou Commune",NA,28,71
"1541",2016-08-31,"Tombouctou","Tombouctou","Tombouctou",NA,615,4703
"1542",2016-08-31,"Tombouctou","Dire","Dire",NA,234,1595
"1543",2016-08-31,"Tombouctou","Goundam","Goundam Commune",NA,687,4980
"1544",2016-08-31,"Tombouctou","Gourma-Rharous","Rharous",NA,79,436
"1545",2016-08-31,"Tombouctou","Niafunke","Souboundou",NA,404,1878
"1546",2016-08-31,"Gao","Gao","Gao",NA,1609,6823
"1547",2016-08-31,"Gao","Ansongo","Ansongo",NA,67,349
"1548",2016-08-31,"Gao","Bourem","Bourem",NA,2,31
"1549",2016-08-31,"Gao","Menaka","Anderamboukane",NA,60,300
"1550",2016-08-31,"Gao","Menaka","Inekar",NA,0,0
"1551",2016-08-31,"Gao","Menaka","Menaka",NA,356,2064
"1552",2016-08-31,"Gao","Menaka","Tidermene",NA,NA,NA
"1553",2016-08-31,"Kidal","Kidal","Kidal",NA,18,69
"1554",2016-08-31,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"1555",2016-08-31,"Kidal","Abeibara","Abeibara",NA,NA,NA
"1556",2016-08-31,"Kidal","Tessalit","Tessalit",NA,70,371
"1557",2016-08-31,"Bamako","Bamako","Commune I",NA,197,1167
"1558",2016-08-31,"Bamako","Bamako","Commune II",NA,76,361
"1559",2016-08-31,"Bamako","Bamako","Commune III",NA,167,846
"1560",2016-08-31,"Bamako","Bamako","Commune IV",NA,161,695
"1561",2016-08-31,"Bamako","Bamako","Commune V",NA,184,802
"1562",2016-08-31,"Bamako","Bamako","Commune VI",NA,99,553
"1563",2016-09-30,"Kayes","Kayes","Kayes Commune",NA,6,15
"1564",2016-09-30,"Kayes","Diema","Diema",NA,1,5
"1565",2016-09-30,"Koulikoro","Koulikoro","Koulikoro Commune",NA,18,55
"1566",2016-09-30,"Koulikoro","Dioila","Diedougou",NA,1,1
"1567",2016-09-30,"Koulikoro","Kati","Kati Commune",NA,364,1426
"1568",2016-09-30,"Sikasso","Koutiala","Koutiala Commune",NA,19,32
"1569",2016-09-30,"Sikasso","Sikasso","SIKASSO Commune",NA,5,5
"1570",2016-09-30,"Ségou","Segou","Segou Commune",NA,167,579
"1571",2016-09-30,"Ségou","Bla","Bla",NA,2,9
"1572",2016-09-30,"Ségou","San","San Commune",NA,62,232
"1573",2016-09-30,"Ségou","Niono","Niono",NA,198,1220
"1574",2016-09-30,"Ségou","Tominian","Tominian",NA,1,2
"1575",2016-09-30,"Ségou","Macina","Macina",NA,5,16
"1576",2016-09-30,"Mopti","Mopti","Mopti Commune",NA,402,1035
"1577",2016-09-30,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"1578",2016-09-30,"Mopti","Bankass","Bankass",NA,4,6
"1579",2016-09-30,"Mopti","Youwarou","Youwarou",NA,10,67
"1580",2016-09-30,"Mopti","Djenne","Djenne Commune",NA,18,28
"1581",2016-09-30,"Mopti","Douentza","Douentza Commune",NA,24,80
"1582",2016-09-30,"Mopti","Koro","Koro",NA,23,93
"1583",2016-09-30,"Mopti","Tenenkou","Tenenkou Commune",NA,28,71
"1584",2016-09-30,"Tombouctou","Tombouctou","Tombouctou",NA,615,4703
"1585",2016-09-30,"Tombouctou","Dire","Dire",NA,234,1595
"1586",2016-09-30,"Tombouctou","Goundam","Goundam Commune",NA,687,4980
"1587",2016-09-30,"Tombouctou","Gourma-Rharous","Rharous",NA,79,436
"1588",2016-09-30,"Tombouctou","Niafunke","Souboundou",NA,404,1878
"1589",2016-09-30,"Gao","Gao","Gao",NA,1609,6823
"1590",2016-09-30,"Gao","Ansongo","Ansongo",NA,67,349
"1591",2016-09-30,"Gao","Bourem","Bourem",NA,410,3679
"1592",2016-09-30,"Gao","Menaka","Anderamboukane",NA,60,300
"1593",2016-09-30,"Gao","Menaka","Inekar",NA,0,0
"1594",2016-09-30,"Gao","Menaka","Menaka",NA,356,2064
"1595",2016-09-30,"Gao","Menaka","Tidermene",NA,NA,NA
"1596",2016-09-30,"Kidal","Kidal","Kidal",NA,18,69
"1597",2016-09-30,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"1598",2016-09-30,"Kidal","Abeibara","Abeibara",NA,NA,NA
"1599",2016-09-30,"Kidal","Tessalit","Tessalit",NA,70,371
"1600",2016-09-30,"Bamako","Bamako","Commune I",NA,197,1167
"1601",2016-09-30,"Bamako","Bamako","Commune II",NA,76,361
"1602",2016-09-30,"Bamako","Bamako","Commune III",NA,167,846
"1603",2016-09-30,"Bamako","Bamako","Commune IV",NA,161,695
"1604",2016-09-30,"Bamako","Bamako","Commune V",NA,184,802
"1605",2016-09-30,"Bamako","Bamako","Commune VI",NA,99,553
"1606",2016-10-31,"Kayes","Kayes","Kayes Commune",NA,6,15
"1607",2016-10-31,"Kayes","Diema","Diema",NA,1,5
"1608",2016-10-31,"Koulikoro","Koulikoro","Koulikoro Commune",NA,18,55
"1609",2016-10-31,"Koulikoro","Dioila","Diedougou",NA,1,1
"1610",2016-10-31,"Koulikoro","Kati","Kati Commune",NA,364,1426
"1611",2016-10-31,"Sikasso","Koutiala","Koutiala Commune",NA,19,32
"1612",2016-10-31,"Sikasso","Sikasso","SIKASSO Commune",NA,5,5
"1613",2016-10-31,"Ségou","Segou","Segou Commune",NA,167,579
"1614",2016-10-31,"Ségou","Bla","Bla",NA,2,9
"1615",2016-10-31,"Ségou","San","San Commune",NA,62,232
"1616",2016-10-31,"Ségou","Niono","Niono",NA,198,1220
"1617",2016-10-31,"Ségou","Tominian","Tominian",NA,1,2
"1618",2016-10-31,"Ségou","Macina","Macina",NA,5,16
"1619",2016-10-31,"Mopti","Mopti","Mopti Commune",NA,402,1035
"1620",2016-10-31,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"1621",2016-10-31,"Mopti","Bankass","Bankass",NA,4,6
"1622",2016-10-31,"Mopti","Youwarou","Youwarou",NA,10,67
"1623",2016-10-31,"Mopti","Djenne","Djenne Commune",NA,18,28
"1624",2016-10-31,"Mopti","Douentza","Douentza Commune",NA,24,80
"1625",2016-10-31,"Mopti","Koro","Koro",NA,23,93
"1626",2016-10-31,"Mopti","Tenenkou","Tenenkou Commune",NA,28,71
"1627",2016-10-31,"Tombouctou","Tombouctou","Tombouctou",NA,615,4703
"1628",2016-10-31,"Tombouctou","Dire","Dire",NA,234,1595
"1629",2016-10-31,"Tombouctou","Goundam","Goundam Commune",NA,687,4980
"1630",2016-10-31,"Tombouctou","Gourma-Rharous","Rharous",NA,79,436
"1631",2016-10-31,"Tombouctou","Niafunke","Souboundou",NA,404,1878
"1632",2016-10-31,"Gao","Gao","Gao",NA,1609,6823
"1633",2016-10-31,"Gao","Ansongo","Ansongo",NA,67,349
"1634",2016-10-31,"Gao","Bourem","Bourem",NA,410,3679
"1635",2016-10-31,"Gao","Menaka","Anderamboukane",NA,60,300
"1636",2016-10-31,"Gao","Menaka","Inekar",NA,0,0
"1637",2016-10-31,"Gao","Menaka","Menaka",NA,356,2064
"1638",2016-10-31,"Gao","Menaka","Tidermene",NA,NA,NA
"1639",2016-10-31,"Kidal","Kidal","Kidal",NA,18,69
"1640",2016-10-31,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"1641",2016-10-31,"Kidal","Abeibara","Abeibara",NA,NA,NA
"1642",2016-10-31,"Kidal","Tessalit","Tessalit",NA,70,371
"1643",2016-10-31,"Bamako","Bamako","Commune I",NA,197,1167
"1644",2016-10-31,"Bamako","Bamako","Commune II",NA,76,361
"1645",2016-10-31,"Bamako","Bamako","Commune III",NA,167,846
"1646",2016-10-31,"Bamako","Bamako","Commune IV",NA,161,695
"1647",2016-10-31,"Bamako","Bamako","Commune V",NA,184,802
"1648",2016-10-31,"Bamako","Bamako","Commune VI",NA,99,553
"1649",2016-12-31,"Kayes","Kayes","Kayes Commune",NA,6,15
"1650",2016-12-31,"Kayes","Diema","Diema",NA,1,5
"1651",2016-12-31,"Koulikoro","Koulikoro","Koulikoro Commune",NA,18,55
"1652",2016-12-31,"Koulikoro","Dioila","Diedougou",NA,1,1
"1653",2016-12-31,"Koulikoro","Kati","Kati Commune",NA,364,1426
"1654",2016-12-31,"Sikasso","Koutiala","Koutiala Commune",NA,19,32
"1655",2016-12-31,"Sikasso","Sikasso","SIKASSO Commune",NA,5,5
"1656",2016-12-31,"Ségou","Segou","Segou Commune",NA,167,579
"1657",2016-12-31,"Ségou","Bla","Bla",NA,2,9
"1658",2016-12-31,"Ségou","San","San Commune",NA,62,232
"1659",2016-12-31,"Ségou","Niono","Niono",NA,198,1220
"1660",2016-12-31,"Ségou","Tominian","Tominian",NA,1,2
"1661",2016-12-31,"Ségou","Macina","Macina",NA,5,16
"1662",2016-12-31,"Mopti","Mopti","Mopti Commune",NA,402,1035
"1663",2016-12-31,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"1664",2016-12-31,"Mopti","Bankass","Bankass",NA,4,6
"1665",2016-12-31,"Mopti","Youwarou","Youwarou",NA,10,67
"1666",2016-12-31,"Mopti","Djenne","Djenne Commune",NA,18,28
"1667",2016-12-31,"Mopti","Douentza","Douentza Commune",NA,24,80
"1668",2016-12-31,"Mopti","Koro","Koro",NA,23,93
"1669",2016-12-31,"Mopti","Tenenkou","Tenenkou Commune",NA,28,71
"1670",2016-12-31,"Tombouctou","Tombouctou","Tombouctou",NA,615,4703
"1671",2016-12-31,"Tombouctou","Dire","Dire",NA,234,1595
"1672",2016-12-31,"Tombouctou","Goundam","Goundam Commune",NA,687,4980
"1673",2016-12-31,"Tombouctou","Gourma-Rharous","Rharous",NA,79,436
"1674",2016-12-31,"Tombouctou","Niafunke","Souboundou",NA,404,1878
"1675",2016-12-31,"Gao","Gao","Gao",NA,1609,6823
"1676",2016-12-31,"Gao","Ansongo","Ansongo",NA,67,349
"1677",2016-12-31,"Gao","Bourem","Bourem",NA,410,3679
"1678",2016-12-31,"Gao","Menaka","Anderamboukane",NA,60,300
"1679",2016-12-31,"Gao","Menaka","Inekar",NA,0,0
"1680",2016-12-31,"Gao","Menaka","Menaka",NA,356,2064
"1681",2016-12-31,"Gao","Menaka","Tidermene",NA,NA,NA
"1682",2016-12-31,"Kidal","Kidal","Kidal",NA,18,69
"1683",2016-12-31,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"1684",2016-12-31,"Kidal","Abeibara","Abeibara",NA,NA,NA
"1685",2016-12-31,"Kidal","Tessalit","Tessalit",NA,70,371
"1686",2016-12-31,"Bamako","Bamako","Commune I",NA,197,1167
"1687",2016-12-31,"Bamako","Bamako","Commune II",NA,76,361
"1688",2016-12-31,"Bamako","Bamako","Commune III",NA,167,846
"1689",2016-12-31,"Bamako","Bamako","Commune IV",NA,161,695
"1690",2016-12-31,"Bamako","Bamako","Commune V",NA,184,802
"1691",2016-12-31,"Bamako","Bamako","Commune VI",NA,99,553
"1692",2017-01-31,"Kayes","Kayes","Kayes Commune",NA,5,14
"1693",2017-01-31,"Kayes","Diema","Diema",NA,1,5
"1694",2017-01-31,"Kayes","Nioro","Nioro Commune",NA,0,0
"1695",2017-01-31,"Koulikoro","Koulikoro","Koulikoro Commune",NA,13,41
"1696",2017-01-31,"Koulikoro","Dioila","Guegneka",NA,1,1
"1697",2017-01-31,"Koulikoro","Kati","Kati Commune",NA,290,1048
"1698",2017-01-31,"Sikasso","Yorosso","Yorosso",NA,0,0
"1699",2017-01-31,"Sikasso","Yanfolila","Baya",NA,0,0
"1700",2017-01-31,"Sikasso","Koutiala","Koutiala Commune",NA,17,26
"1701",2017-01-31,"Sikasso","Bougouni","Bougouni Commune",NA,0,0
"1702",2017-01-31,"Sikasso","Sikasso","SIKASSO Commune",NA,4,4
"1703",2017-01-31,"Ségou","Baroueli","Baraoueli",NA,0,0
"1704",2017-01-31,"Ségou","Segou","Segou Commune",NA,164,560
"1705",2017-01-31,"Ségou","Bla","Bla",NA,2,9
"1706",2017-01-31,"Ségou","San","San Commune",NA,62,232
"1707",2017-01-31,"Ségou","Niono","Niono",NA,147,880
"1708",2017-01-31,"Ségou","Tominian","Tominian",NA,0,0
"1709",2017-01-31,"Ségou","Macina","Macina",NA,1,1
"1710",2017-01-31,"Mopti","Mopti","Mopti Commune",NA,368,936
"1711",2017-01-31,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"1712",2017-01-31,"Mopti","Bankass","Bankass",NA,4,6
"1713",2017-01-31,"Mopti","Youwarou","Youwarou",NA,7,46
"1714",2017-01-31,"Mopti","Djenne","Djenne Commune",NA,18,28
"1715",2017-01-31,"Mopti","Douentza","Douentza Commune",NA,24,80
"1716",2017-01-31,"Mopti","Koro","Koro",NA,23,93
"1717",2017-01-31,"Mopti","Tenenkou","Tenenkou Commune",NA,12,38
"1718",2017-01-31,"Tombouctou","Tombouctou","Tombouctou",NA,176,1737
"1719",2017-01-31,"Tombouctou","Dire","Dire",NA,62,365
"1720",2017-01-31,"Tombouctou","Goundam","Goundam Commune",NA,573,4462
"1721",2017-01-31,"Tombouctou","Gourma-Rharous","Rharous",NA,618,2545
"1722",2017-01-31,"Tombouctou","Niafunke","Souboundou",NA,NA,NA
"1723",2017-01-31,"Gao","Gao","Gao",NA,1194,6141
"1724",2017-01-31,"Gao","Ansongo","Ansongo",NA,60,314
"1725",2017-01-31,"Gao","Bourem","Bourem",NA,242,1305
"1726",2017-01-31,"Gao","Menaka","Menaka",NA,1639,10381
"1727",2017-01-31,"Kidal","Kidal","Anefif",NA,13,61
"1728",2017-01-31,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"1729",2017-01-31,"Kidal","Abeibara","Abeibara",NA,NA,NA
"1730",2017-01-31,"Kidal","Tessalit","Tessalit",NA,63,334
"1731",2017-01-31,"Bamako","Bamako","Commune I",NA,173,1013
"1732",2017-01-31,"Bamako","Bamako","Commune II",NA,76,361
"1733",2017-01-31,"Bamako","Bamako","Commune III",NA,178,881
"1734",2017-01-31,"Bamako","Bamako","Commune IV",NA,124,504
"1735",2017-01-31,"Bamako","Bamako","Commune V",NA,120,442
"1736",2017-01-31,"Bamako","Bamako","Commune VI",NA,74,417
"1737",2017-02-28,"Kayes","Kayes","Kayes Commune",NA,5,14
"1738",2017-02-28,"Kayes","Diema","Diema",NA,1,5
"1739",2017-02-28,"Kayes","Nioro","Nioro Commune",NA,0,0
"1740",2017-02-28,"Koulikoro","Koulikoro","Koulikoro Commune",NA,13,41
"1741",2017-02-28,"Koulikoro","Dioila","Guegneka",NA,1,1
"1742",2017-02-28,"Koulikoro","Kati","Kati Commune",NA,290,1048
"1743",2017-02-28,"Sikasso","Yorosso","Yorosso",NA,0,0
"1744",2017-02-28,"Sikasso","Yanfolila","Baya",NA,0,0
"1745",2017-02-28,"Sikasso","Koutiala","Koutiala Commune",NA,17,26
"1746",2017-02-28,"Sikasso","Bougouni","Bougouni Commune",NA,0,0
"1747",2017-02-28,"Sikasso","Sikasso","SIKASSO Commune",NA,4,4
"1748",2017-02-28,"Ségou","Baroueli","Baraoueli",NA,0,0
"1749",2017-02-28,"Ségou","Segou","Segou Commune",NA,164,560
"1750",2017-02-28,"Ségou","Bla","Bla",NA,2,9
"1751",2017-02-28,"Ségou","San","San Commune",NA,62,232
"1752",2017-02-28,"Ségou","Niono","Niono",NA,147,880
"1753",2017-02-28,"Ségou","Tominian","Tominian",NA,0,0
"1754",2017-02-28,"Ségou","Macina","Macina",NA,1367,9113
"1755",2017-02-28,"Mopti","Mopti","Mopti Commune",NA,368,936
"1756",2017-02-28,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"1757",2017-02-28,"Mopti","Bankass","Bankass",NA,4,6
"1758",2017-02-28,"Mopti","Youwarou","Youwarou",NA,7,46
"1759",2017-02-28,"Mopti","Djenne","Djenne Commune",NA,18,28
"1760",2017-02-28,"Mopti","Douentza","Douentza Commune",NA,24,80
"1761",2017-02-28,"Mopti","Koro","Koro",NA,23,93
"1762",2017-02-28,"Mopti","Tenenkou","Tenenkou Commune",NA,237,1339
"1763",2017-02-28,"Tombouctou","Tombouctou","Tombouctou",NA,176,1737
"1764",2017-02-28,"Tombouctou","Dire","Dire",NA,62,365
"1765",2017-02-28,"Tombouctou","Goundam","Goundam Commune",NA,573,4462
"1766",2017-02-28,"Tombouctou","Gourma-Rharous","Rharous",NA,618,2545
"1767",2017-02-28,"Tombouctou","Niafunke","Souboundou",NA,NA,NA
"1768",2017-02-28,"Gao","Gao","Gao",NA,1194,6141
"1769",2017-02-28,"Gao","Ansongo","Ansongo",NA,60,314
"1770",2017-02-28,"Gao","Bourem","Bourem",NA,242,1305
"1771",2017-02-28,"Gao","Menaka","Menaka",NA,1639,10381
"1772",2017-02-28,"Kidal","Kidal","Anefif",NA,13,61
"1773",2017-02-28,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"1774",2017-02-28,"Kidal","Abeibara","Abeibara",NA,NA,NA
"1775",2017-02-28,"Kidal","Tessalit","Tessalit",NA,63,334
"1776",2017-02-28,"Bamako","Bamako","Commune I",NA,173,1013
"1777",2017-02-28,"Bamako","Bamako","Commune II",NA,76,361
"1778",2017-02-28,"Bamako","Bamako","Commune III",NA,178,881
"1779",2017-02-28,"Bamako","Bamako","Commune IV",NA,124,504
"1780",2017-02-28,"Bamako","Bamako","Commune V",NA,120,442
"1781",2017-02-28,"Bamako","Bamako","Commune VI",NA,74,417
"1782",2017-04-30,"Kayes","Kayes","Kayes Commune",NA,5,14
"1783",2017-04-30,"Kayes","Diema","Diema",NA,1,5
"1784",2017-04-30,"Kayes","Nioro","Nioro Commune",NA,0,0
"1785",2017-04-30,"Koulikoro","Koulikoro","Koulikoro Commune",NA,13,41
"1786",2017-04-30,"Koulikoro","Dioila","Guegneka",NA,1,1
"1787",2017-04-30,"Koulikoro","Kati","Kati Commune",NA,290,1048
"1788",2017-04-30,"Sikasso","Yorosso","Yorosso",NA,0,0
"1789",2017-04-30,"Sikasso","Yanfolila","Baya",NA,0,0
"1790",2017-04-30,"Sikasso","Koutiala","Koutiala Commune",NA,17,26
"1791",2017-04-30,"Sikasso","Bougouni","Bougouni Commune",NA,0,0
"1792",2017-04-30,"Sikasso","Sikasso","SIKASSO Commune",NA,4,4
"1793",2017-04-30,"Ségou","Baroueli","Baraoueli",NA,0,0
"1794",2017-04-30,"Ségou","Segou","Segou Commune",NA,164,560
"1795",2017-04-30,"Ségou","Bla","Bla",NA,2,9
"1796",2017-04-30,"Ségou","San","San Commune",NA,62,232
"1797",2017-04-30,"Ségou","Niono","Niono",NA,147,880
"1798",2017-04-30,"Ségou","Tominian","Tominian",NA,0,0
"1799",2017-04-30,"Ségou","Macina","Macina",NA,1367,9113
"1800",2017-04-30,"Mopti","Mopti","Mopti Commune",NA,368,936
"1801",2017-04-30,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"1802",2017-04-30,"Mopti","Bankass","Bankass",NA,4,6
"1803",2017-04-30,"Mopti","Youwarou","Youwarou",NA,7,46
"1804",2017-04-30,"Mopti","Djenne","Djenne Commune",NA,18,28
"1805",2017-04-30,"Mopti","Douentza","Douentza Commune",NA,24,80
"1806",2017-04-30,"Mopti","Koro","Koro",NA,23,93
"1807",2017-04-30,"Mopti","Tenenkou","Tenenkou Commune",NA,237,1339
"1808",2017-04-30,"Tombouctou","Tombouctou","Tombouctou",NA,154,1989
"1809",2017-04-30,"Tombouctou","Dire","Dire",NA,62,365
"1810",2017-04-30,"Tombouctou","Goundam","Goundam Commune",NA,407,2838
"1811",2017-04-30,"Tombouctou","Gourma-Rharous","Rharous",NA,2899,17136
"1812",2017-04-30,"Tombouctou","Niafunke","Souboundou",NA,NA,NA
"1813",2017-04-30,"Gao","Gao","Gao",NA,1194,6141
"1814",2017-04-30,"Gao","Ansongo","Ansongo",NA,60,314
"1815",2017-04-30,"Gao","Bourem","Bourem",NA,242,1305
"1816",2017-04-30,"Gao","Menaka","Menaka",NA,1639,10381
"1817",2017-04-30,"Kidal","Kidal","Anefif",NA,13,61
"1818",2017-04-30,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"1819",2017-04-30,"Kidal","Abeibara","Abeibara",NA,NA,NA
"1820",2017-04-30,"Kidal","Tessalit","Tessalit",NA,63,334
"1821",2017-04-30,"Bamako","Bamako","Commune I",NA,173,1013
"1822",2017-04-30,"Bamako","Bamako","Commune II",NA,76,361
"1823",2017-04-30,"Bamako","Bamako","Commune III",NA,178,881
"1824",2017-04-30,"Bamako","Bamako","Commune IV",NA,124,504
"1825",2017-04-30,"Bamako","Bamako","Commune V",NA,120,442
"1826",2017-04-30,"Bamako","Bamako","Commune VI",NA,74,417
"1827",2017-05-31,"Kayes","Kayes","Kayes Commune",NA,4,13
"1828",2017-05-31,"Kayes","Diema","Diema",NA,1,5
"1829",2017-05-31,"Kayes","Nioro","Nioro Commune",NA,0,0
"1830",2017-05-31,"Koulikoro","Koulikoro","Koulikoro Commune",NA,11,37
"1831",2017-05-31,"Koulikoro","Dioila","Guegneka",NA,0,0
"1832",2017-05-31,"Koulikoro","Kati","Kati Commune",NA,185,931
"1833",2017-05-31,"Sikasso","Yorosso","Yorosso",NA,0,0
"1834",2017-05-31,"Sikasso","Yanfolila","Baya",NA,0,0
"1835",2017-05-31,"Sikasso","Koutiala","Koutiala Commune",NA,9,24
"1836",2017-05-31,"Sikasso","Bougouni","Bougouni Commune",NA,0,0
"1837",2017-05-31,"Sikasso","Sikasso","SIKASSO Commune",NA,3,3
"1838",2017-05-31,"Ségou","Baroueli","Baraoueli",NA,0,0
"1839",2017-05-31,"Ségou","Segou","Segou Commune",NA,164,560
"1840",2017-05-31,"Ségou","Bla","Bla",NA,0,0
"1841",2017-05-31,"Ségou","San","San Commune",NA,62,232
"1842",2017-05-31,"Ségou","Niono","Niono",NA,1357,8832
"1843",2017-05-31,"Ségou","Tominian","Tominian",NA,0,0
"1844",2017-05-31,"Ségou","Macina","Macina",NA,176,881
"1845",2017-05-31,"Mopti","Mopti","Mopti Commune",NA,311,836
"1846",2017-05-31,"Mopti","Bandiagara","Bandiagara Commune",NA,15,35
"1847",2017-05-31,"Mopti","Bankass","Bankass",NA,0,0
"1848",2017-05-31,"Mopti","Youwarou","Youwarou",NA,7,46
"1849",2017-05-31,"Mopti","Djenne","Djenne Commune",NA,11,16
"1850",2017-05-31,"Mopti","Douentza","Douentza Commune",NA,22,76
"1851",2017-05-31,"Mopti","Koro","Koro",NA,12,64
"1852",2017-05-31,"Mopti","Tenenkou","Tenenkou Commune",NA,218,1082
"1853",2017-05-31,"Tombouctou","Tombouctou","Tombouctou",NA,334,1624
"1854",2017-05-31,"Tombouctou","Dire","Dire",NA,NA,NA
"1855",2017-05-31,"Tombouctou","Goundam","Goundam Commune",NA,388,2197
"1856",2017-05-31,"Tombouctou","Gourma-Rharous","Rharous",NA,2902,17211
"1857",2017-05-31,"Tombouctou","Niafunke","Souboundou",NA,NA,NA
"1858",2017-05-31,"Gao","Gao","Gao",NA,877,4485
"1859",2017-05-31,"Gao","Ansongo","Ansongo",NA,60,314
"1860",2017-05-31,"Gao","Bourem","Bourem",NA,183,910
"1861",2017-05-31,"Gao","Menaka","Menaka",NA,1599,8044
"1862",2017-05-31,"Kidal","Kidal","Anefif",NA,13,61
"1863",2017-05-31,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"1864",2017-05-31,"Kidal","Abeibara","Abeibara",NA,11,57
"1865",2017-05-31,"Kidal","Tessalit","Tessalit",NA,31,156
"1866",2017-05-31,"Bamako","Bamako","Commune I",NA,151,913
"1867",2017-05-31,"Bamako","Bamako","Commune II",NA,66,334
"1868",2017-05-31,"Bamako","Bamako","Commune III",NA,142,806
"1869",2017-05-31,"Bamako","Bamako","Commune IV",NA,101,419
"1870",2017-05-31,"Bamako","Bamako","Commune V",NA,106,425
"1871",2017-05-31,"Bamako","Bamako","Commune VI",NA,65,332
"1872",2017-06-30,"Kayes","Kayes","Kayes Commune",NA,4,13
"1873",2017-06-30,"Kayes","Diema","Diema",NA,1,5
"1874",2017-06-30,"Kayes","Nioro","Nioro Commune",NA,0,0
"1875",2017-06-30,"Koulikoro","Koulikoro","Koulikoro Commune",NA,11,37
"1876",2017-06-30,"Koulikoro","Dioila","Guegneka",NA,0,0
"1877",2017-06-30,"Koulikoro","Kati","Kati Commune",NA,185,931
"1878",2017-06-30,"Sikasso","Yorosso","Yorosso",NA,0,0
"1879",2017-06-30,"Sikasso","Yanfolila","Baya",NA,0,0
"1880",2017-06-30,"Sikasso","Koutiala","Koutiala Commune",NA,9,24
"1881",2017-06-30,"Sikasso","Bougouni","Bougouni Commune",NA,0,0
"1882",2017-06-30,"Sikasso","Sikasso","SIKASSO Commune",NA,3,3
"1883",2017-06-30,"Ségou","Baroueli","Baraoueli",NA,0,0
"1884",2017-06-30,"Ségou","Segou","Segou Commune",NA,164,560
"1885",2017-06-30,"Ségou","Bla","Bla",NA,0,0
"1886",2017-06-30,"Ségou","San","San Commune",NA,62,232
"1887",2017-06-30,"Ségou","Niono","Niono",NA,1357,8832
"1888",2017-06-30,"Ségou","Tominian","Tominian",NA,0,0
"1889",2017-06-30,"Ségou","Macina","Macina",NA,176,881
"1890",2017-06-30,"Mopti","Mopti","Mopti Commune",NA,311,836
"1891",2017-06-30,"Mopti","Bandiagara","Bandiagara Commune",NA,15,35
"1892",2017-06-30,"Mopti","Bankass","Bankass",NA,0,0
"1893",2017-06-30,"Mopti","Youwarou","Youwarou",NA,7,46
"1894",2017-06-30,"Mopti","Djenne","Djenne Commune",NA,11,16
"1895",2017-06-30,"Mopti","Douentza","Douentza Commune",NA,22,76
"1896",2017-06-30,"Mopti","Koro","Koro",NA,12,64
"1897",2017-06-30,"Mopti","Tenenkou","Tenenkou Commune",NA,218,1082
"1898",2017-06-30,"Tombouctou","Tombouctou","Tombouctou",NA,334,1624
"1899",2017-06-30,"Tombouctou","Dire","Dire",NA,NA,NA
"1900",2017-06-30,"Tombouctou","Goundam","Goundam Commune",NA,388,2197
"1901",2017-06-30,"Tombouctou","Gourma-Rharous","Rharous",NA,2902,17211
"1902",2017-06-30,"Tombouctou","Niafunke","Souboundou",NA,NA,NA
"1903",2017-06-30,"Gao","Gao","Gao",NA,877,4485
"1904",2017-06-30,"Gao","Ansongo","Ansongo",NA,60,314
"1905",2017-06-30,"Gao","Bourem","Bourem",NA,183,910
"1906",2017-06-30,"Gao","Menaka","Menaka",NA,1599,8044
"1907",2017-06-30,"Kidal","Kidal","Anefif",NA,13,61
"1908",2017-06-30,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"1909",2017-06-30,"Kidal","Abeibara","Abeibara",NA,11,57
"1910",2017-06-30,"Kidal","Tessalit","Tessalit",NA,31,156
"1911",2017-06-30,"Bamako","Bamako","Commune I",NA,151,913
"1912",2017-06-30,"Bamako","Bamako","Commune II",NA,66,334
"1913",2017-06-30,"Bamako","Bamako","Commune III",NA,142,806
"1914",2017-06-30,"Bamako","Bamako","Commune IV",NA,101,419
"1915",2017-06-30,"Bamako","Bamako","Commune V",NA,106,425
"1916",2017-06-30,"Bamako","Bamako","Commune VI",NA,65,332
"1917",2017-07-31,"Bamako","Bamako","Commune I",NA,151,913
"1918",2017-07-31,"Bamako","Bamako","Commune II",NA,66,334
"1919",2017-07-31,"Kidal","Tessalit","Tessalit",NA,31,156
"1920",2017-07-31,"Kidal","Abeibara","Abeibara",NA,36,156
"1921",2017-07-31,"Bamako","Bamako","Commune III",NA,142,806
